Tür,İlaç,Ruhsat Sahibi,İthal/Yerli,İmal,Menşei,İthalatçı,İhracatçı,Takdim,Etken Madde,Grup,Uygulama,Türler,Açıklama
İlaç,FLUCEL % 1,Çelikler İlaç San. Ve Tic. Ltd. Şti.,Yerli,Çelikler İlaç San. Ve Tic. Ltd. Şti.,-,-,-,"Karton kutu içerisinde 100 ml'lik beyaz polietilen şişelerde ,250 ml ve 500 ml'lik beyaz polietilen şişelerde kutusuz olarak satılacaktır.",1 ml ürün içinde ;10 mg flumetrin,ektoparaziter,haricen-deri,"Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,FLUGON % 1,DEVA HOLDİNG A.Ş.,Yerli,Farmatek Pazarlama San. Tic. Ltd. Şti.,-,-,-,"FLUGON %1 Dökme Çözelti, karton kutu içinde 500 ml'lik beyaz plastik şişelerde sunulmaktadır.",1 ml ürün içinde ;10 mg flumetrin,ektoparaziter,haricen-deri,"Koyun (Besi), Köpek, Sığır(Besi), Sığır(Süt)",
İlaç,FLUKERN %1,Indukern İstanbul Kimya Sanayi Ve Tic. Ltd. Şti.,Yerli,İlteriş İlaç San.limited Şirketi,-,-,-,Karton kutu içerisinde 100 ml ve 500 ml ölçekli coex plastik şişelerde takdim edilmektedir.,1 ml ürün içinde ;10 mg flumetrin,ektoparaziter,haricen-deri,"Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,FLUMEGLİN,Teknovet İlaç San. Ve Tic. A.Ş.,Yerli,Teknovet İlaç San. Ve Tic. A.Ş.,-,-,-,karton kutu içerisinde 20-50-100 ml'lik amber renkli cam şişelerde satışa sunulmuştur.,1 ml ürün içinde ;50 mg fluniksin baz&amp;#39;a eşdeğer fluniksin meglumin,antienflamatuvar-analjezik,enjeksiyonluk,"At, Sığır(Besi), Köpek, Sığır(Süt)",
İlaç,FLUMEXIN,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,Yerli,Aksu Eczacılık Ve İlaç San. İthalat İhracat Tic. Ltd. Şti.,-,-,-,Karton kutuda 20-50-100 ml'lik amber renkli cam flakonlarda takdim edilmiştir.,1 ml ürün içinde ;50 mg fluniksin meglumin,antienflamatuvar-analjezik,enjeksiyonluk,"At, Köpek, Sığır(Besi), Sığır(Süt)",
İlaç,FLUNİTET,Bayer Türk Kimya San. Ltd. Şti.,İthal,Norbrook Lab. Ltd.,Norbrook Laboratories Ltd.,Bayer Türk Kimya San. Ltd. Şti.,Norbrook Laboratories Ltd.,Kutu içinde kauçuk tıpalı ve aluminyum kapşonlu kahverenkli 50 ml ve 100 ml.lik cam flakonlarda.,"1 ml ürün içinde ;300 mg oksitetrasiklin oksitetrasiklin dihidrat, 20 mg fluniksin fluniksin meglumin",antibakteriyel,enjeksiyonluk,"Sığır(Besi), Sığır(Süt)",
İlaç,FLUNOKSİLİN L.A.,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,"Karton kutu içerisinde 20, 50 ve 100 ml'lik flip off kapakla lkapatılmış amber renkli flakon arz edilmektedir.","1 ml ürün içinde ;300 mg (baza eşdeğer) oksitetrasiklin dihidrat, 20 mg (baza eşdeğer) fluniksin meglumin","antibakteriyel, antienflamatuvar-analjezik",enjeksiyonluk,"Sığır(Besi), Sığır(Süt)",
İlaç,FLUNOVA,Denova İlaç San. Ve Tic. Ltd. Şti.,Yerli,İdol İlaç Dolum San. Ve Tic. A.ş.,-,-,-,"Karton kutu içinde; 20 ml, 50 ml, 100 ml'lik amber renkli cam şişelerde sunulmuştur.",1 ml ürün içinde ;50 mg fluniksin meglumin,antienflamatuvar-analjezik,enjeksiyonluk,"At, Köpek, Sığır(Besi), Sığır(Süt)",
İlaç,FLUNYLE-D,ATMACA İLAÇ SAN. A.Ş,İthal,"Syva Laboratorıos, S. A","Syva Laboratorıos, S. A",Doru İlaç Veteriner San.ve Tic.ltd.şti.,"Syva Laboratorıos, S. A","50ml, 100ml ve 250 ml'lik şeffaf cam flakonlarda karton kutu içerisinde satışa sunulmuştur.",1 ml ürün içinde ;50 mg fluniksine esdeger fluniksin meglumin fluniksin,antienflamatuvar-analjezik,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi)",
İlaç,FLUTRON - FC,Teknovet İlaç San. Ve Tic. A.Ş.,Yerli,Teknovet İlaç San. Ve Tic. A.Ş.,-,-,-,"Karton kutu içerisinde 100-500 ml, ml'lik beyaz renkli polietilen şişelerde ve kutusuz olarak 1 litre, 5 litre, 20 litre ve 25 litre'lik beyaz renkli polietilen şişelerde satışa sunulmuştur.","1 ml ürün içinde ;5 mg flumetrin, 5 mg siflutrin",ektoparaziter,haricen-deri,"Sığır(Besi), Sığır(Süt)",
Aşı,FLUVAC INNOVATOR EHV 4/1,Pfizer İlaçları Limited Şirketi,İthal,"Boehringer Ingelheim Vetmedica inc (800 5th street N.W. Fort Dodge, IA 50501, ABD)","Boehringer Ingelheim Vetmedica inc (800 5th street N.W. Fort Dodge, IA 50501, ABD)",Pfizer İlaçları Limited Şirketi,"Boehringer Ingelheim Vetmedica inc (800 5th street N.W. Fort Dodge, IA 50501, ABD)","1 doz plastik şırınga, 10 ve 20 doz cam veya plastik taşıyıcılarda","1 ürün içinde ;1 at influenza tip A-1 ve A-2, 1 At rhinopneumonitis tip 1 ve 4",,enjeksiyonluk,At,
Aşı,FLUVAC INNOVATOR EHV 4/1,Pfizer İlaçları Limited Şirketi,İthal,"Boehringer Ingelheim Vetmedica inc (800 5th street N.W. Fort Dodge, IA 50501, ABD)","Boehringer Ingelheim Vetmedica inc (800 5th street N.W. Fort Dodge, IA 50501, ABD)",Pfizer İlaçları Limited Şirketi,"Boehringer Ingelheim Vetmedica inc (800 5th street N.W. Fort Dodge, IA 50501, ABD)","1 doz plastik şırınga, 10 ve 20 doz cam veya plastik taşıyıcılarda","1 ürün içinde ;1 at influenza tip A-1 ve A-2, 1 At rhinopneumonitis tip 1 ve 4",,enjeksiyonluk,At,
İlaç,FLUVİL,Vilsan Veteriner İlaçları Tic. San. A.ş,Yerli,Vilsan Veteriner İlaçları Tic. San. A.ş,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/ kutulu olarak takdim edilmiştir.",1 ml ürün içinde ;50 mg fluniksin meglumin,antienflamatuvar-analjezik,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi)",
İlaç,FOLLIGON,İntervet Veteriner İlaçları Pazarlama Ve Ticaret Ltd. Şti.,İthal,Intervet Internatıonal Bv,Intervet Internatıonal Bv,İntervet Veteriner İlaçları Pazarlama Ve Ticaret Ltd. Şti.,Intervet Internatıonal Bv,5 adet 1000 IU'lik renksiz tip I cam flakon+5ml'lik renksiz tip I cam flakon (çözücü ) Tekli 5000 IU'lik renksiz tip I cam flakon+25ml'lik renksiz tip I cam flakon çözücü içeren karton kutularda satılmaktadır.,1 flakonda ürün içinde ;1000 IU PMSG,hormon,enjeksiyonluk,"Koyun (Süt), Sığır(Süt), Köpek, tavşan",
İlaç,FOLLTROPIN-V,Aydın İlaç Ve Kimyevi Ürünler San. Ve Tic.ltd. Şti,İthal,"Bioniche Life Sciences Inc 231 Dundas St..E, PO Box:1570- Belleville - ON / KANADA","Bioniche Life Sciences Inc 231 Dundas St..E, PO Box:1570- Belleville - ON / KANADA",Aydın İlaç Ve Kimyevi Ürünler San. Ve Tic.ltd. Şti,"Bioniche Life Sciences Inc 231 Dundas St..E, PO Box:1570- Belleville - ON / KANADA",20 ml' lik şişelerde liyofilize ilaç (2 şişe); 20ml' lik şişelerde liyofilize ilaç ve sulandırıcı ile birlikte satışa sunulmuştur.,"1 şişe içerisinde ürün içinde ; 400 mg NIH-FSH-P1'e eşdeğer Folikül Uyarıcı Hormon (FSH),",hormon,enjeksiyonluk,Sığır(Süt),
İlaç,FORBEEVAR,Biohayat İlaç San. Ve Tic. Ltd. Şti.,Yerli,Merkez Laboratuarı İlaç San. Ve Tic. A.ş.,-,-,-,Karton kutuda 100 g'lık kahverengi PET plastik şişede ; 12'lik karton kutularda 200 g ve 1000 g'lık kahverengi PET plastik şişelerde satışa sunulmuştur.,100 g ürün içinde ;65 g formik asit,ektoparaziter,kovan içi,Arı,
İlaç,FORCİD LC,Netfarma İlaç Ve Premiks San.ltd.şti.,Yerli,ALBAFARMA İLAÇ VE PREMİKS SAN.LTD. ŞTİ,-,-,-,"8 g ürün, LLDPE beyaz enjektörlerde (gövde-piston-uç); 1, 4 ve 50 adetlik karton ambalajlarda veya 48 ve 120 adetlik polipropilen kovalarda satışa","1 enjektör ürün içinde ;200 mg (baza eş değer) sefaleksin monohidrat, 100.000 IU ( baza eş değer ) kanamisin monosülfat",antibakteriyel,meme içi,Sığır(Süt),
İlaç,FORCİD LC,Netfarma İlaç Ve Premiks San.ltd.şti.,Yerli,ALBAFARMA İLAÇ VE PREMİKS SAN.LTD. ŞTİ,-,-,-,"8 g ürün, LLDPE beyaz enjektörlerde (gövde-piston-uç); 1, 4 ve 50 adetlik karton ambalajlarda veya 48 ve 120 adetlik polipropilen kovalarda satışa","1 enjektör ürün içinde ;200 mg (baza eş değer) sefaleksin monohidrat, 100.000 IU ( baza eş değer ) kanamisin monosülfat",antibakteriyel,meme içi,Sığır(Süt),
İlaç,FORCYL,Novakim İlaç Ve Kim. San. Ve Tic. A.ş,İthal,Vetoquinol,Vetoquinol,Novakim İlaç Ve Kim. San. Ve Tic. A.ş,Vetoquinol S. A. Magny Vernois,"Karton kutu içinde 50,100 ve 250 ml'lik tip II amber renkli cam şişeler kırmızı klorobutil kauçuk tıpa ile kapatılmış kap ile mühürlenmiş yeşil renk geçmeli kapaklar ile kapatılmış",1 ml ürün içinde ;160 mg marbofloksasin,antibakteriyel,enjeksiyonluk,"Sığır(Besi), Sığır(Süt)",
İlaç,FORMİSET,Arı Farma Veteriner Hayvancılık Arıcılık Ve Tarım İlaçları İmalat San .ve Tic.ltd.şti.,Yerli,Arı Farma Veteriner Hayvancılık Arıcılık Ve Tarım İlaçları İmalat San .ve Tic.ltd.şti.,-,-,-,polietilen torba içerisinde 3 x 15 cm boyunda 10 kovan içi şerit halinde ve iç ambalaj olarak 22x11 cm boyutundaki bir alüminyum folyo poşete yerleştirilmiş olup 2 adet folyo poşet bir karton kutuya konularak piyasaya arz edilmiştir.,1 adet şerit ürün içinde ;4.9 ? 1.15 ml formik asit,ektoparaziter,haricen-deri,Arı,
İlaç,FORTEZOL,Mam-vet Vet. İlaç Aşı Medikal Malz. Kim. Ham. Hayv. Ürün. İth. İhr. San. Ve Tic. Ltd. Şti.,Yerli,ALBAFARMA İLAÇ VE PREMİKS SAN.LTD. ŞTİ,-,-,-,10 ve 20 tabletlik alüminyum folyö kaplı blister ambalajlarda ve 100 tabletlik bal renkli cam şişelerde kutulu olarak satışa sunulmuştur.,"1tablet ürün içinde ;450mg oksifendazol , 900mg oksiklozanid",antihelmintik,oral,"Koyun (Besi), Sığır(Süt), Sığır(Besi)",
İlaç,FORTİGEN,Galenka İlaç San. Ve Tic. Ltd. Şti.,Yerli,Galenka İlaç San. Ve Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml lik amber renkli flakonlarda, karton kutuda",1 ml ürün içinde ;100 mg (baza eşdeğer) gentamisin sülfat,antibakteriyel,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Kedi, Köpek",
İlaç,FORVET %20,Ani-med Animal Medicine İlaç San. ve Tic. Ltd. Şti.,Yerli,Ani-med Animal Medicine İlaç San. ve Tic. Ltd. Şti.,-,-,-,"50, 100 ve 250 ml'lik amber renkli cam flakonlarda ve karton kutu içinde sunulmuştur.",1 ml ürün içinde ;200 mg toldimfos sodyum,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt)","kuzu,oğlak,buzağı ve tayda"
İlaç,FOSFALİN,Alke Sağlık Ürünleri San.ve Tic. A.Ş.,Yerli,Alke Sağlık Ürünleri San.ve Tic. A.Ş.,-,-,-,"Karton kutularda / 20, 50 ve 100 mL'lik amber renkli cam flakonlarda ve plastik kutularda / 250 mL. lik amber renkli cam flakonlarda satışa sunulmuştur.",1 ml ürün içinde ;200.0 mg Sodyum 4-dimetilamino-2-metilfenilfosfat,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Köpek, Sığır(Süt), Keçi (Besi), Kedi, Koyun (Süt), Sığır(Besi)","Tay,Buzağı.kuzu ve oğlakta"
İlaç,FOSFOCEL,Çelikler İlaç San. Ve Tic. Ltd. Şti.,Yerli,Çelikler İlaç San. Ve Tic. Ltd. Şti.,-,-,-,"Karton kutuda 20,50,100 ,250 ve 500 ml'lik amber renkli cam şişelerde sunulmuştur.","1 ml ürün içinde ;100 mg ( 17,30 mg fosfora tekab&#252;l eder ) butofosfan, 0,05 mg Vit. B12",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Köpek, Sığır(Süt), Keçi (Besi), Kedi, Koyun (Süt), Sığır(Besi)","tay,dana,kuzu ve oğlakta"
İlaç,FOSFOCURE,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,Yerli,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,-,-,-,Karton kutularda; 20 - 50 veya 100 ml.lik amber renkli cam şişelerde sunulmaktadır.,"1 jml ürün içinde ;200 mg (en az 28 mg fosfora eşdeğer) toldimfos sodyum, 0.04 mg (en az 0.01 mg kobalta eşdeğer ) kolin klorit, 0.333 mg (en az 0.1 mg selenyuma eşdeğer) sodyum selenit, 5 mg Vit. B3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Besi), Köpek, Koyun (Besi), Koyun (Süt), Sığır(Süt)",
İlaç,FOSFOCURE,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,Yerli,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,-,-,-,Karton kutularda; 20 - 50 veya 100 ml.lik amber renkli cam şişelerde sunulmaktadır.,"1 jml ürün içinde ;200 mg (en az 28 mg fosfora eşdeğer) toldimfos sodyum, 0.04 mg (en az 0.01 mg kobalta eşdeğer ) kolin klorit, 0.333 mg (en az 0.1 mg selenyuma eşdeğer) sodyum selenit, 5 mg Vit. B3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Besi), Köpek, Koyun (Besi), Koyun (Süt), Sığır(Süt)",
İlaç,FOSFOCURE,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,Yerli,Provet Veteriner Ürünleri San. Tic.ltd. Şti.,-,-,-,Karton kutularda; 20 - 50 veya 100 ml.lik amber renkli cam şişelerde sunulmaktadır.,"1 jml ürün içinde ;200 mg (en az 28 mg fosfora eşdeğer) toldimfos sodyum, 0.04 mg (en az 0.01 mg kobalta eşdeğer ) kolin klorit, 0.333 mg (en az 0.1 mg selenyuma eşdeğer) sodyum selenit, 5 mg Vit. B3",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Besi), Köpek, Koyun (Besi), Koyun (Süt), Sığır(Süt)",
İlaç,FOSFOTONİK,Topkim Topkapı İlaç Premiks San. Ve Tic. A.ş,Yerli,Topkim Topkapı İlaç Premiks San. Ve Tic. A.ş,-,-,-,50 ve 100 ml çözelti ihtiva eden bal rengi şişeler / karton kutu dış ambalaj içinde.,1 ml ürün içinde ;200 mg toldimfos sodyum,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Kedi, Koyun (Besi), Koyun (Süt), Köpek, Sığır(Besi), Sığır(Süt), domuzlarda","kuzu,buzağı,oğlak ve taylarda"
İlaç,FOSFOVET,Vilsan Veteriner İlaçları Tic. San. A.ş,Yerli,Vilsan Veteriner İlaçları Tic. San. A.ş,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.",1 ml ürün içinde ;200 mg toldimfos sodyum,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Süt), Koyun (Besi), Köpek, Sığır(Süt), Keçi (Besi), Kedi, Koyun (Süt), Sığır(Besi)",
İlaç,FOSTİMOL,Galenka İlaç San. Ve Tic. Ltd. Şti.,Yerli,Mefar İlaç San. A.ş.,-,-,-,10 ml'lik kahverengi cam ampul ve karton kutu içinde 50 ve 100 ml' lik kahverenkli flakonlarda satışa sunulmuştur.,1 ml ürün içinde ;200 mg toldimfos sodyum,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Kedi, Koyun (Besi), Koyun (Süt), Köpek, Sığır(Besi), Sığır(Süt)",
İlaç,FOSTON,İntervet Veteriner İlaçları Pazarlama Ve Ticaret Ltd. Şti.,İthal,Intervet International GmbH,Intervet International GmbH,İntervet Veteriner İlaçları Pazarlama Ve Ticaret Ltd. Şti.,Intervet International GmbH,50 ve 100 ml'lik amber renkli cam şişelerde karton kutularda satılmaktadır,1 ml ürün içinde ;200 mg toldimfos sodyum,vit.-min.-aminoasit vb.,enjeksiyonluk,"Köpek, Sığır(Besi), Sığır(Süt)",
İlaç,FRONTLINE COMBO Kedi,SANOFİ SAĞLIK ÜRÜNLERİ LTD.ŞTİ.,İthal,MERIAL - Toulouse-FRANSA,MERIAL (LABORATOIRE PORTE DES ALPES),SANOFİ SAĞLIK ÜRÜNLERİ LTD.ŞTİ.,MERIAL (LABORATOIRE PORTE DES ALPES),"Kediler için 0.5 ml.lik 1, 3 ve 6 adet polipropilen pipet ihtiva eden kutu ambalajlar.","0.50 ml.lik her bir pipet ürün içinde ;50 mg fipronil, 60 mg S-Methoprene",ektoparaziter,haricen-deri,Kedi,
İlaç,FRONTLINE COMBO Köpek,SANOFİ SAĞLIK ÜRÜNLERİ LTD.ŞTİ.,İthal,MERIAL - Toulouse-FRANSA,MERIAL (LABORATOIRE PORTE DES ALPES),SANOFİ SAĞLIK ÜRÜNLERİ LTD.ŞTİ.,MERIAL (LABORATOIRE PORTE DES ALPES),"Ağırlığı 10 kg. a kadar olan köpekler için 0.67 ml.lik 1, 3 ve 6 adet polietilen pipet, 10 -20 kg ağırlığındaki köpekler için 1.34 ml.lik 1, 3 ve 6 adet polietilen pipet, 20-40 kg ağırlığındaki köpekler için 2.68 ml.lik 1, 3 ve 6 adet polietilen pipet, 40-60 kg ağırlığındaki köpekler için 4.02 ml.lik 1, 3 ve 6 adet polietilen pipet ihtiva eden kutu ambalajlar.","her bir pipet içinde ürün içinde ;%10 fipronil, % 9 S-Methoprene",ektoparaziter,haricen-deri,Köpek,
İlaç,FULLCOX %60,Netfarma İlaç Ve Premiks San.ltd.şti.,Yerli,ALBAFARMA İLAÇ VE PREMİKS SAN.LTD. ŞTİ,-,-,-,1 ve 2.5 kg'lık plastik kavanozlarda kutusuz,1 gr ürün içinde ;600 mg sülfaklozin,antibakteriyel,oral,"Hindi (Et), Tavuk (Et)",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
İlaç,FULLTONIC,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutu içerisinde 250 ml ve 500 ml' lik BFS şişelerde,"100 mL ürün içinde ;613.3 mg L-Karnitin HCl, 20 mg thioktik asit, 15 mg Vit. B6, 3 mg Vit. B12, 2 g D-L- Asetilmetiyonin, 240 mg L-arjinin, 153.2 mg L-ornitin hidroklorit, 120 mg L-sitrullin, 62.5 mg lizin hidroklorür, 150 mg glisin, 150 mg taurin, 150 mg Aspartic, 150 mg Glutamic, 5 g Fruktoz, 8 g Sorbitol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt), Tavşan",
